Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperature (),Set Value (),u (),u_sum (),de ()
466,1673969752192,28.83,33.0,17.999,228.221,-0.01
467,1673969752360,28.85,33.0,17.871,228.428,-0.02
468,1673969752526,28.85,33.0,17.972,228.636,0.0
469,1673969752692,28.86,33.0,17.883,228.843,-0.01
470,1673969752860,28.87,33.0,17.844,229.049,-0.01
471,1673969753026,28.87,33.0,17.896,229.256,0.0
472,1673969753192,28.89,33.0,17.717,229.461,-0.02
473,1673969753359,28.9,33.0,17.728,229.666,-0.01
474,1673969753527,28.91,33.0,17.689,229.871,-0.01
475,1673969753694,28.89,33.0,17.92,230.076,0.02
476,1673969753859,28.92,33.0,17.552,230.28,-0.03
477,1673969754026,28.91,33.0,17.793,230.485,0.01
478,1673969754192,28.94,33.0,17.474,230.688,-0.03
479,1673969754360,28.93,33.0,17.715,230.891,0.01
480,1673969754525,28.95,33.0,17.487,231.094,-0.02
481,1673969754692,28.94,33.0,17.678,231.297,0.01
482,1673969754858,28.96,33.0,17.449,231.499,-0.02
483,1673969755025,28.96,33.0,17.55,231.701,0.0
484,1673969755191,28.97,33.0,17.461,231.902,-0.01
485,1673969755358,28.96,33.0,17.603,232.104,0.01
486,1673969755524,28.98,33.0,17.374,232.305,-0.02
487,1673969755692,28.99,33.0,17.385,232.506,-0.01
488,1673969755858,29.0,33.0,17.346,232.706,-0.01
489,1673969756026,29.01,33.0,17.307,232.905,-0.01
490,1673969756192,29.01,33.0,17.359,233.105,0.0
491,1673969756358,29.02,33.0,17.27,233.304,-0.01
492,1673969756525,29.03,33.0,17.231,233.502,-0.01
493,1673969756693,29.02,33.0,17.372,233.701,0.01
494,1673969756858,29.03,33.0,17.233,233.9,-0.01
495,1673969757025,29.05,33.0,17.105,234.097,-0.02
496,1673969757192,29.06,33.0,17.116,234.294,-0.01
497,1673969757359,29.06,33.0,17.167,234.491,0.0
498,1673969757525,29.06,33.0,17.168,234.688,0.0
499,1673969757691,29.07,33.0,17.079,234.885,-0.01
500,1673969757859,29.08,33.0,17.04,235.081,-0.01
501,1673969758025,29.09,33.0,17.002,235.276,-0.01
502,1673969758193,29.1,33.0,16.963,235.471,-0.01
503,1673969758359,29.11,33.0,16.924,235.666,-0.01
504,1673969758526,29.11,33.0,16.975,235.86,0.0
505,1673969758693,29.1,33.0,17.066,236.055,0.01
506,1673969758858,29.12,33.0,16.837,236.249,-0.02
507,1673969759025,29.13,33.0,16.849,236.443,-0.01
508,1673969759193,29.14,33.0,16.81,236.636,-0.01
509,1673969759359,29.15,33.0,16.771,236.828,-0.01
510,1673969759526,29.17,33.0,16.642,237.02,-0.02
511,1673969759694,29.15,33.0,16.923,237.212,0.02
512,1673969759859,29.17,33.0,16.644,237.404,-0.02
513,1673969760026,29.16,33.0,16.836,237.596,0.01
514,1673969760193,29.18,33.0,16.607,237.787,-0.02
515,1673969760359,29.2,33.0,16.528,237.977,-0.02
516,1673969760526,29.2,33.0,16.629,238.167,0.0
517,1673969760693,29.18,33.0,16.81,238.358,0.02
518,1673969760858,29.21,33.0,16.441,238.547,-0.03
519,1673969761026,29.22,33.0,16.502,238.736,-0.01
520,1673969761193,29.23,33.0,16.464,238.925,-0.01
521,1673969761359,29.22,33.0,16.605,239.114,0.01
522,1673969761525,29.25,33.0,16.286,239.301,-0.03
523,1673969761693,29.24,33.0,16.527,239.489,0.01
524,1673969761858,29.26,33.0,16.298,239.676,-0.02
525,1673969762026,29.26,33.0,16.399,239.863,0.0
526,1673969762191,29.27,33.0,16.31,240.05,-0.01
527,1673969762359,29.28,33.0,16.271,240.236,-0.01
528,1673969762525,29.29,33.0,16.233,240.421,-0.01
529,1673969762693,29.28,33.0,16.374,240.607,0.01
530,1673969762858,29.29,33.0,16.235,240.793,-0.01
531,1673969763026,29.3,33.0,16.196,240.978,-0.01
532,1673969763192,29.31,33.0,16.157,241.162,-0.01
533,1673969763359,29.32,33.0,16.118,241.346,-0.01
534,1673969763526,29.33,33.0,16.079,241.53,-0.01
535,1673969763694,29.32,33.0,16.22,241.714,0.01
536,1673969763859,29.35,33.0,15.901,241.896,-0.03
537,1673969764026,29.35,33.0,16.052,242.079,0.0
538,1673969764192,29.36,33.0,15.964,242.261,-0.01
539,1673969764359,29.37,33.0,15.925,242.442,-0.01
540,1673969764526,29.37,33.0,15.976,242.624,0.0
541,1673969764692,29.36,33.0,16.067,242.806,0.01
542,1673969764858,29.38,33.0,15.838,242.987,-0.02
543,1673969765025,29.39,33.0,15.849,243.167,-0.01
544,1673969765192,29.39,33.0,15.9,243.348,0.0
545,1673969765358,29.4,33.0,15.811,243.528,-0.01
546,1673969765526,29.4,33.0,15.862,243.708,0.0
547,1673969765691,29.41,33.0,15.773,243.887,-0.01
548,1673969765858,29.41,33.0,15.824,244.067,0.0
549,1673969766025,29.43,33.0,15.645,244.245,-0.02
550,1673969766191,29.43,33.0,15.747,244.424,0.0
551,1673969766357,29.44,33.0,15.658,244.602,-0.01
552,1673969766525,29.45,33.0,15.619,244.779,-0.01
553,1673969766691,29.45,33.0,15.67,244.957,0.0
554,1673969766857,29.46,33.0,15.581,245.134,-0.01
555,1673969767025,29.46,33.0,15.632,245.311,0.0
556,1673969767190,29.48,33.0,15.453,245.487,-0.02
557,1673969767357,29.48,33.0,15.554,245.663,0.0
558,1673969767524,29.49,33.0,15.465,245.838,-0.01
559,1673969767690,29.5,33.0,15.426,246.013,-0.01
560,1673969767857,29.5,33.0,15.477,246.188,0.0
561,1673969768023,29.51,33.0,15.388,246.363,-0.01
562,1673969768190,29.53,33.0,15.259,246.536,-0.02
563,1673969768357,29.53,33.0,15.36,246.71,0.0
564,1673969768523,29.54,33.0,15.271,246.883,-0.01
565,1673969768690,29.54,33.0,15.322,247.056,0.0
566,1673969768857,29.56,33.0,15.143,247.228,-0.02
567,1673969769023,29.56,33.0,15.244,247.4,0.0
568,1673969769189,29.57,33.0,15.155,247.571,-0.01
569,1673969769356,29.58,33.0,15.116,247.742,-0.01
570,1673969769524,29.58,33.0,15.167,247.913,0.0
571,1673969769690,29.58,33.0,15.169,248.084,0.0
572,1673969769856,29.6,33.0,14.99,248.254,-0.02
573,1673969770023,29.6,33.0,15.091,248.424,0.0
574,1673969770189,29.62,33.0,14.912,248.593,-0.02
575,1673969770356,29.63,33.0,14.923,248.762,-0.01
576,1673969770522,29.63,33.0,14.974,248.93,0.0
577,1673969770689,29.64,33.0,14.885,249.098,-0.01
578,1673969770855,29.64,33.0,14.936,249.266,0.0
579,1673969771021,29.65,33.0,14.847,249.434,-0.01
580,1673969771189,29.65,33.0,14.898,249.601,0.0
581,1673969771355,29.67,33.0,14.719,249.768,-0.02
582,1673969771521,29.67,33.0,14.82,249.934,0.0
583,1673969771687,29.68,33.0,14.731,250.1,-0.01
584,1673969771854,29.69,33.0,14.692,250.266,-0.01
585,1673969772021,29.7,33.0,14.653,250.431,-0.01
586,1673969772188,29.69,33.0,14.794,250.596,0.01
587,1673969772354,29.7,33.0,14.655,250.761,-0.01
588,1673969772521,29.71,33.0,14.616,250.926,-0.01
589,1673969772689,29.73,33.0,14.487,251.089,-0.02
590,1673969772856,29.73,33.0,14.588,251.253,0.0
591,1673969773021,29.73,33.0,14.589,251.416,0.0
592,1673969773188,29.75,33.0,14.409,251.579,-0.02
593,1673969773354,29.75,33.0,14.51,251.741,0.0
594,1673969773520,29.75,33.0,14.511,251.904,0.0
595,1673969773686,29.78,33.0,14.242,252.065,-0.03
596,1673969773853,29.77,33.0,14.483,252.226,0.01
597,1673969774019,29.77,33.0,14.434,252.388,0.0
598,1673969774185,29.78,33.0,14.345,252.549,-0.01
599,1673969774352,29.78,33.0,14.396,252.71,0.0
600,1673969774519,29.79,33.0,14.307,252.87,-0.01
601,1673969774686,29.8,33.0,14.268,253.03,-0.01
602,1673969774853,29.82,33.0,14.139,253.189,-0.02
603,1673969775019,29.81,33.0,14.33,253.349,0.01
604,1673969775185,29.82,33.0,14.191,253.508,-0.01
605,1673969775352,29.84,33.0,14.062,253.666,-0.02
606,1673969775520,29.84,33.0,14.163,253.824,0.0
607,1673969775685,29.86,33.0,13.984,253.981,-0.02
608,1673969775853,29.86,33.0,14.085,254.138,0.0
609,1673969776018,29.86,33.0,14.086,254.295,0.0
610,1673969776185,29.88,33.0,13.907,254.451,-0.02
611,1673969776352,29.88,33.0,14.008,254.607,0.0
612,1673969776517,29.88,33.0,14.009,254.763,0.0
613,1673969776683,29.89,33.0,13.92,254.918,-0.01
614,1673969776850,29.9,33.0,13.88,255.073,-0.01
615,1673969777018,29.92,33.0,13.751,255.227,-0.02
616,1673969777185,29.91,33.0,13.942,255.382,0.01
617,1673969777351,29.92,33.0,13.803,255.536,-0.01
618,1673969777518,29.93,33.0,13.764,255.689,-0.01
619,1673969777685,29.93,33.0,13.815,255.843,0.0
620,1673969777851,29.95,33.0,13.636,255.995,-0.02
621,1673969778018,29.94,33.0,13.827,256.148,0.01
622,1673969778184,29.95,33.0,13.688,256.301,-0.01
623,1673969778351,29.96,33.0,13.649,256.453,-0.01
624,1673969778518,29.97,33.0,13.61,256.604,-0.01
625,1673969778685,29.98,33.0,13.571,256.755,-0.01
626,1673969778851,29.97,33.0,13.711,256.907,0.01
627,1673969779017,29.98,33.0,13.572,257.058,-0.01
628,1673969779185,29.99,33.0,13.533,257.208,-0.01
629,1673969779352,29.98,33.0,13.674,257.359,0.01
630,1673969779517,30.01,33.0,13.355,257.509,-0.03
631,1673969779684,30.0,33.0,13.596,257.659,0.01
632,1673969779850,30.02,33.0,13.367,257.808,-0.02
633,1673969780017,30.01,33.0,13.558,257.957,0.01
634,1673969780184,30.02,33.0,13.419,258.106,-0.01
635,1673969780351,30.02,33.0,13.47,258.255,0.0
636,1673969780516,30.03,33.0,13.38,258.404,-0.01
637,1673969780683,30.04,33.0,13.341,258.552,-0.01
638,1673969780851,30.03,33.0,13.482,258.7,0.01
639,1673969781016,30.03,33.0,13.433,258.849,0.0
640,1673969781182,30.05,33.0,13.254,258.996,-0.02
641,1673969781350,30.04,33.0,13.445,259.144,0.01
642,1673969781515,30.05,33.0,13.306,259.292,-0.01
643,1673969781683,30.05,33.0,13.357,259.439,0.0
644,1673969781849,30.05,33.0,13.358,259.587,0.0
645,1673969782015,30.05,33.0,13.358,259.734,0.0
646,1673969782181,30.05,33.0,13.359,259.882,0.0
647,1673969782346,30.06,33.0,13.27,260.029,-0.01
648,1673969782513,30.06,33.0,13.321,260.176,0.0
649,1673969782680,30.06,33.0,13.322,260.323,0.0
650,1673969782845,30.06,33.0,13.323,260.47,0.0
651,1673969783011,30.07,33.0,13.234,260.616,-0.01
652,1673969783179,30.06,33.0,13.375,260.763,0.01
653,1673969783344,30.08,33.0,13.145,260.909,-0.02
654,1673969783512,30.07,33.0,13.336,261.056,0.01
655,1673969783677,30.07,33.0,13.287,261.202,0.0
656,1673969783844,30.08,33.0,13.198,261.348,-0.01
657,1673969784010,30.09,33.0,13.159,261.494,-0.01
658,1673969784178,30.08,33.0,13.3,261.64,0.01
659,1673969784343,30.09,33.0,13.161,261.785,-0.01
660,1673969784511,30.08,33.0,13.302,261.931,0.01
661,1673969784676,30.09,33.0,13.162,262.077,-0.01
662,1673969784843,30.1,33.0,13.123,262.222,-0.01
663,1673969785011,30.09,33.0,13.264,262.367,0.01
664,1673969785176,30.09,33.0,13.215,262.513,0.0
665,1673969785343,30.09,33.0,13.216,262.658,0.0
666,1673969785509,30.1,33.0,13.127,262.803,-0.01
667,1673969785675,30.11,33.0,13.088,262.948,-0.01
668,1673969785843,30.1,33.0,13.229,263.093,0.01
669,1673969786008,30.09,33.0,13.269,263.238,0.01
670,1673969786174,30.11,33.0,13.04,263.383,-0.02
671,1673969786342,30.11,33.0,13.141,263.527,0.0
672,1673969786507,30.11,33.0,13.142,263.672,0.0
673,1673969786674,30.12,33.0,13.053,263.816,-0.01
674,1673969786840,30.11,33.0,13.194,263.96,0.01
675,1673969787006,30.12,33.0,13.055,264.104,-0.01
676,1673969787173,30.11,33.0,13.195,264.249,0.01
677,1673969787340,30.11,33.0,13.146,264.393,0.0
678,1673969787505,30.12,33.0,13.057,264.537,-0.01
679,1673969787673,30.12,33.0,13.108,264.681,0.0
680,1673969787838,30.12,33.0,13.109,264.825,0.0
681,1673969788004,30.13,33.0,13.02,264.969,-0.01
682,1673969788172,30.12,33.0,13.161,265.113,0.01
683,1673969788337,30.13,33.0,13.022,265.256,-0.01
684,1673969788504,30.13,33.0,13.072,265.4,0.0
685,1673969788670,30.12,33.0,13.163,265.544,0.01
686,1673969788836,30.12,33.0,13.114,265.688,0.0
687,1673969789003,30.12,33.0,13.115,265.832,0.0
688,1673969789168,30.12,33.0,13.116,265.976,0.0
689,1673969789334,30.13,33.0,13.027,266.119,-0.01
690,1673969789501,30.13,33.0,13.078,266.263,0.0
691,1673969789667,30.13,33.0,13.078,266.406,0.0
692,1673969789833,30.13,33.0,13.079,266.55,0.0
693,1673969789999,30.13,33.0,13.08,266.693,0.0
694,1673969790166,30.13,33.0,13.081,266.837,0.0
695,1673969790332,30.13,33.0,13.082,266.98,0.0
696,1673969790497,30.13,33.0,13.083,267.124,0.0
697,1673969790663,30.14,33.0,12.994,267.267,-0.01
698,1673969790831,30.13,33.0,13.134,267.41,0.01
699,1673969790996,30.13,33.0,13.085,267.554,0.0
700,1673969791163,30.13,33.0,13.086,267.697,0.0
701,1673969791328,30.14,33.0,12.997,267.84,-0.01
702,1673969791496,30.13,33.0,13.138,267.984,0.01
703,1673969791662,30.12,33.0,13.179,268.128,0.01
704,1673969791827,30.12,33.0,13.13,268.272,0.0
705,1673969791994,30.13,33.0,13.041,268.415,-0.01
706,1673969792160,30.13,33.0,13.091,268.559,0.0
707,1673969792327,30.14,33.0,13.002,268.702,-0.01
708,1673969792493,30.14,33.0,13.053,268.845,0.0
709,1673969792660,30.13,33.0,13.144,268.988,0.01
710,1673969792826,30.14,33.0,13.005,269.131,-0.01
711,1673969792993,30.03,33.0,14.046,269.28,0.11
712,1673969793160,29.78,33.0,15.747,269.441,0.25
713,1673969793326,30.0,33.0,12.518,269.591,-0.22
714,1673969793493,30.14,33.0,12.358,269.734,-0.14
715,1673969793658,30.14,33.0,13.059,269.877,0.0
716,1673969793824,30.14,33.0,13.06,270.02,0.0
717,1673969793991,30.14,33.0,13.061,270.163,0.0
718,1673969794157,30.13,33.0,13.152,270.306,0.01
719,1673969794324,30.14,33.0,13.013,270.449,-0.01
720,1673969794490,30.15,33.0,12.974,270.592,-0.01
721,1673969794657,30.14,33.0,13.114,270.735,0.01
722,1673969794822,30.14,33.0,13.065,270.878,0.0
723,1673969794990,30.15,33.0,12.976,271.02,-0.01
724,1673969795156,30.13,33.0,13.207,271.164,0.02
725,1673969795323,30.14,33.0,13.018,271.307,-0.01
726,1673969795488,30.14,33.0,13.069,271.45,0.0
727,1673969795655,30.14,33.0,13.07,271.593,0.0
728,1673969795821,30.13,33.0,13.16,271.736,0.01
729,1673969795988,30.14,33.0,13.021,271.879,-0.01
730,1673969796155,30.13,33.0,13.162,272.023,0.01
731,1673969796320,30.13,33.0,13.113,272.166,0.0
732,1673969796486,30.12,33.0,13.204,272.31,0.01
733,1673969796653,30.14,33.0,12.975,272.453,-0.02
734,1673969796819,30.14,33.0,13.076,272.596,0.0
735,1673969796985,30.13,33.0,13.166,272.74,0.01
736,1673969797151,30.13,33.0,13.117,272.883,0.0
737,1673969797317,30.14,33.0,13.028,273.026,-0.01
738,1673969797485,30.14,33.0,13.079,273.169,0.0
739,1673969797650,30.13,33.0,13.17,273.313,0.01
740,1673969797816,30.14,33.0,13.031,273.456,-0.01
741,1673969797983,30.13,33.0,13.172,273.599,0.01
742,1673969798149,30.13,33.0,13.122,273.743,0.0
743,1673969798316,30.14,33.0,13.033,273.886,-0.01
744,1673969798482,30.13,33.0,13.174,274.029,0.01
745,1673969798648,30.14,33.0,13.035,274.172,-0.01
746,1673969798815,30.14,33.0,13.086,274.315,0.0
747,1673969798982,30.13,33.0,13.177,274.459,0.01
748,1673969799148,30.12,33.0,13.218,274.603,0.01
749,1673969799313,30.14,33.0,12.988,274.746,-0.02
750,1673969799480,30.13,33.0,13.179,274.889,0.01
751,1673969799647,30.14,33.0,13.04,275.032,-0.01
752,1673969799813,30.13,33.0,13.181,275.176,0.01
753,1673969799979,30.13,33.0,13.132,275.319,0.0
754,1673969800145,30.13,33.0,13.133,275.463,0.0
755,1673969800311,30.13,33.0,13.134,275.606,0.0
756,1673969800477,30.13,33.0,13.135,275.75,0.0
757,1673969800643,30.12,33.0,13.225,275.894,0.01
758,1673969800809,30.13,33.0,13.086,276.037,-0.01
759,1673969800977,30.14,33.0,13.047,276.18,-0.01
760,1673969801143,30.14,33.0,13.098,276.323,0.0
761,1673969801309,30.12,33.0,13.279,276.467,0.02
762,1673969801475,30.13,33.0,13.09,276.611,-0.01
763,1673969801642,30.13,33.0,13.141,276.754,0.0
764,1673969801809,30.13,33.0,13.141,276.898,0.0
765,1673969801974,30.13,33.0,13.142,277.041,0.0
766,1673969802140,30.14,33.0,13.053,277.184,-0.01
767,1673969802308,30.13,33.0,13.194,277.328,0.01
768,1673969802473,30.12,33.0,13.235,277.472,0.01
769,1673969802640,30.13,33.0,13.096,277.615,-0.01
770,1673969802807,30.13,33.0,13.147,277.759,0.0
771,1673969802973,30.12,33.0,13.237,277.903,0.01
772,1673969803139,30.12,33.0,13.188,278.047,0.0
773,1673969803305,30.12,33.0,13.189,278.191,0.0
774,1673969803470,30.12,33.0,13.19,278.335,0.0
775,1673969803637,30.12,33.0,13.191,278.479,0.0
776,1673969803802,30.12,33.0,13.192,278.623,0.0
777,1673969803968,30.12,33.0,13.193,278.767,0.0
778,1673969804134,30.14,33.0,13.013,278.91,-0.02
779,1673969804301,30.11,33.0,13.384,279.055,0.03
780,1673969804467,30.13,33.0,13.055,279.198,-0.02
781,1673969804635,30.13,33.0,13.156,279.341,0.0
782,1673969804801,30.12,33.0,13.247,279.486,0.01
783,1673969804967,30.12,33.0,13.198,279.63,0.0
784,1673969805132,30.11,33.0,13.289,279.774,0.01
785,1673969805298,30.12,33.0,13.15,279.918,-0.01
786,1673969805466,30.12,33.0,13.2,280.062,0.0
787,1673969805632,30.11,33.0,13.291,280.207,0.01
788,1673969805798,30.11,33.0,13.242,280.351,0.0
789,1673969805963,30.11,33.0,13.243,280.496,0.0
790,1673969806130,30.12,33.0,13.154,280.64,-0.01
791,1673969806297,30.11,33.0,13.295,280.784,0.01
792,1673969806463,30.12,33.0,13.156,280.928,-0.01
793,1673969806629,30.12,33.0,13.206,281.072,0.0
794,1673969806795,30.11,33.0,13.297,281.217,0.01
795,1673969806961,30.1,33.0,13.338,281.362,0.01
796,1673969807127,30.1,33.0,13.289,281.507,0.0
797,1673969807293,30.11,33.0,13.2,281.651,-0.01
798,1673969807460,30.11,33.0,13.251,281.796,0.0
799,1673969807626,30.11,33.0,13.252,281.94,0.0
800,1673969807792,30.11,33.0,13.253,282.085,0.0
801,1673969807958,30.11,33.0,13.253,282.229,0.0
802,1673969808124,30.11,33.0,13.254,282.374,0.0
803,1673969808290,30.11,33.0,13.255,282.518,0.0
804,1673969808457,30.1,33.0,13.346,282.663,0.01
805,1673969808623,30.1,33.0,13.297,282.808,0.0
806,1673969808788,30.09,33.0,13.388,282.954,0.01
807,1673969808955,30.08,33.0,13.429,283.1,0.01
808,1673969809120,30.09,33.0,13.289,283.245,-0.01
809,1673969809288,30.09,33.0,13.34,283.391,0.0
810,1673969809454,30.02,33.0,13.971,283.54,0.07
811,1673969809620,30.08,33.0,13.082,283.686,-0.06
812,1673969809786,30.09,33.0,13.293,283.831,-0.01
813,1673969809953,30.08,33.0,13.434,283.977,0.01
814,1673969810119,30.07,33.0,13.475,284.124,0.01
815,1673969810285,30.07,33.0,13.426,284.27,0.0
816,1673969810451,30.09,33.0,13.246,284.416,-0.02
817,1673969810618,30.07,33.0,13.527,284.562,0.02
818,1673969810784,30.07,33.0,13.428,284.709,0.0
819,1673969810950,30.08,33.0,13.339,284.855,-0.01
820,1673969811117,30.05,33.0,13.66,285.002,0.03
821,1673969811283,30.07,33.0,13.331,285.149,-0.02
822,1673969811451,30.07,33.0,13.432,285.295,0.0
823,1673969811616,30.07,33.0,13.433,285.442,0.0
824,1673969811782,30.07,33.0,13.434,285.588,0.0
825,1673969811948,30.07,33.0,13.434,285.735,0.0
826,1673969812114,30.06,33.0,13.525,285.882,0.01
827,1673969812280,30.05,33.0,13.566,286.029,0.01
828,1673969812447,30.06,33.0,13.427,286.176,-0.01
829,1673969812613,30.06,33.0,13.478,286.323,0.0
830,1673969812780,30.07,33.0,13.389,286.47,-0.01
831,1673969812946,30.06,33.0,13.53,286.617,0.01
832,1673969813113,30.06,33.0,13.481,286.764,0.0
833,1673969813278,30.06,33.0,13.481,286.911,0.0
834,1673969813445,30.06,33.0,13.482,287.058,0.0
835,1673969813611,30.07,33.0,13.393,287.204,-0.01
836,1673969813777,30.05,33.0,13.624,287.352,0.02
837,1673969813943,30.05,33.0,13.525,287.499,0.0
838,1673969814109,30.04,33.0,13.616,287.647,0.01
839,1673969814276,30.05,33.0,13.477,287.795,-0.01
840,1673969814443,30.05,33.0,13.528,287.942,0.0
841,1673969814608,30.05,33.0,13.529,288.09,0.0
842,1673969814775,30.04,33.0,13.619,288.238,0.01
843,1673969814940,30.04,33.0,13.57,288.386,0.0
844,1673969815107,30.05,33.0,13.481,288.533,-0.01
845,1673969815273,30.04,33.0,13.622,288.681,0.01
846,1673969815439,30.04,33.0,13.573,288.829,0.0
847,1673969815605,30.04,33.0,13.574,288.977,0.0
848,1673969815772,30.04,33.0,13.575,289.125,0.0
849,1673969815937,30.04,33.0,13.576,289.273,0.0
850,1673969816103,30.04,33.0,13.577,289.421,0.0
851,1673969816269,30.04,33.0,13.577,289.569,0.0
852,1673969816435,30.03,33.0,13.668,289.718,0.01
853,1673969816601,30.03,33.0,13.619,289.866,0.0
854,1673969816767,30.03,33.0,13.62,290.015,0.0
855,1673969816933,30.03,33.0,13.621,290.163,0.0
856,1673969817099,30.03,33.0,13.622,290.312,0.0
857,1673969817265,30.03,33.0,13.623,290.46,0.0
858,1673969817431,30.03,33.0,13.624,290.609,0.0
859,1673969817597,30.03,33.0,13.625,290.757,0.0
860,1673969817763,30.02,33.0,13.715,290.906,0.01
861,1673969817929,30.02,33.0,13.666,291.055,0.0
862,1673969818096,30.02,33.0,13.667,291.204,0.0
863,1673969818262,30.02,33.0,13.668,291.353,0.0
864,1673969818428,30.02,33.0,13.669,291.502,0.0
865,1673969818593,30.02,33.0,13.67,291.651,0.0
866,1673969818759,30.0,33.0,13.851,291.801,0.02
867,1673969818925,30.01,33.0,13.662,291.951,-0.01
868,1673969819093,30.02,33.0,13.623,292.1,-0.01
869,1673969819260,30.01,33.0,13.763,292.249,0.01
870,1673969819425,30.01,33.0,13.714,292.399,0.0
871,1673969819592,30.01,33.0,13.715,292.548,0.0
872,1673969819757,30.0,33.0,13.806,292.698,0.01
873,1673969819924,30.01,33.0,13.667,292.848,-0.01
874,1673969820090,30.0,33.0,13.808,292.998,0.01
875,1673969820257,30.0,33.0,13.759,293.148,0.0
876,1673969820423,30.0,33.0,13.76,293.298,0.0
877,1673969820588,30.0,33.0,13.761,293.448,0.0
878,1673969820755,30.0,33.0,13.762,293.598,0.0
879,1673969820920,30.0,33.0,13.762,293.748,0.0
880,1673969821086,29.99,33.0,13.853,293.898,0.01
881,1673969821252,29.99,33.0,13.804,294.049,0.0
882,1673969821418,29.99,33.0,13.805,294.199,0.0
883,1673969821584,29.99,33.0,13.806,294.35,0.0
884,1673969821751,29.98,33.0,13.897,294.501,0.01
885,1673969821916,29.98,33.0,13.848,294.652,0.0
886,1673969822082,29.98,33.0,13.849,294.803,0.0
887,1673969822248,29.98,33.0,13.85,294.954,0.0
888,1673969822414,29.98,33.0,13.851,295.105,0.0
889,1673969822580,29.97,33.0,13.942,295.256,0.01
890,1673969822747,29.98,33.0,13.802,295.407,-0.01
891,1673969822913,29.98,33.0,13.853,295.558,0.0
892,1673969823079,29.97,33.0,13.944,295.71,0.01
893,1673969823245,29.98,33.0,13.805,295.861,-0.01
894,1673969823413,29.97,33.0,13.946,296.012,0.01
895,1673969823578,29.95,33.0,14.077,296.165,0.02
896,1673969823745,29.96,33.0,13.888,296.317,-0.01
897,1673969823911,29.97,33.0,13.849,296.468,-0.01
898,1673969824079,29.96,33.0,13.99,296.62,0.01
899,1673969824245,29.96,33.0,13.941,296.772,0.0
900,1673969824410,29.96,33.0,13.942,296.924,0.0
901,1673969824577,29.96,33.0,13.942,297.076,0.0
902,1673969824743,29.95,33.0,14.033,297.229,0.01
903,1673969824908,29.96,33.0,13.894,297.381,-0.01
904,1673969825075,29.95,33.0,14.035,297.533,0.01
905,1673969825241,29.96,33.0,13.896,297.685,-0.01
906,1673969825408,29.96,33.0,13.947,297.837,0.0
907,1673969825575,29.97,33.0,13.858,297.989,-0.01
908,1673969825741,29.96,33.0,13.999,298.141,0.01
909,1673969825908,29.95,33.0,14.04,298.293,0.01
910,1673969826073,29.95,33.0,13.991,298.446,0.0
911,1673969826239,29.95,33.0,13.992,298.598,0.0
912,1673969826405,29.94,33.0,14.083,298.751,0.01
913,1673969826572,29.95,33.0,13.943,298.904,-0.01
914,1673969826739,29.96,33.0,13.904,299.056,-0.01
915,1673969826905,29.94,33.0,14.135,299.209,0.02
916,1673969827071,29.94,33.0,14.036,299.362,0.0
917,1673969827237,29.94,33.0,14.037,299.515,0.0
918,1673969827403,29.94,33.0,14.038,299.668,0.0
919,1673969827569,29.94,33.0,14.039,299.821,0.0
920,1673969827736,29.94,33.0,14.04,299.974,0.0
921,1673969827901,29.94,33.0,14.041,300.127,0.0
922,1673969828067,29.93,33.0,14.132,300.28,0.01
